iter,is_last,ub_relx,lb_relx,b_lower,n_states
0,false,0.9999999999999999,-Inf,-Inf,1106
1,false,1.0000000000000009,-Inf,-Inf,1107
2,false,1.0000000000000002,-Inf,-Inf,1108
3,false,1.0000000000000002,-Inf,-Inf,1109
4,false,1.0,-Inf,-Inf,1110
5,false,1.0,-Inf,-Inf,1111
6,false,1.0000000000000002,-Inf,-Inf,1112
7,false,1.0,-Inf,-Inf,1113
8,false,1.0,-Inf,-Inf,1114
9,false,1.0,-Inf,-Inf,1115
10,false,1.0,-Inf,-Inf,1116
11,false,1.0,-Inf,-Inf,1117
12,false,1.0000000000000002,-Inf,-Inf,1118
13,false,0.9999999999999999,-Inf,-Inf,1119
14,false,0.9999999999999998,-Inf,-Inf,1120
15,false,1.0000000000000002,-Inf,-Inf,1121
16,false,1.0,-Inf,-Inf,1122
17,false,1.0,-Inf,-Inf,1123
18,false,0.9999999999999998,-Inf,-Inf,1124
19,false,0.9999999999999999,-Inf,-Inf,1125
20,false,1.0000000000000004,-Inf,-Inf,1126
21,false,0.9999999999999998,-Inf,-Inf,1127
22,false,1.0,-Inf,-Inf,1128
23,false,0.9999999999999996,-Inf,-Inf,1129
24,false,1.0000000000000002,-Inf,-Inf,1130
25,false,1.0,-Inf,-Inf,1131
26,false,1.0,-Inf,-Inf,1132
27,false,1.0000000000000002,-Inf,-Inf,1133
28,false,0.9999999999999998,-Inf,-Inf,1134
29,false,1.0,-Inf,-Inf,1135
30,false,0.9999999999999991,-Inf,-Inf,1136
31,false,0.9999999999913487,-Inf,-Inf,1137
32,false,0.9999999999752021,-Inf,-Inf,1138
33,false,0.9999999999850337,-Inf,-Inf,1139
34,false,0.9999999999764416,-Inf,-Inf,1140
35,false,1.00000000033963,-Inf,-Inf,1141
36,false,0.9999999999859046,-Inf,-Inf,1142
37,false,1.0000000009783558,-Inf,-Inf,1143
38,false,0.9999999999953011,-Inf,-Inf,1144
39,false,0.9999999999733277,-Inf,-Inf,1145
40,false,0.9999999999765591,-Inf,-Inf,1146
